License #,Name,License Status,Address,Phone,Endorsements Type,RMI Owner,Start Date,End Date
137966,None,Active,91146 MAYOR COURT COBURG OR 97408-9349,(541) 915-7754,Residential General Contractor,"Member (Limited Liability Company)BARDWELL, JILL DIANE

Member (Limited Liability Company)BARDWELL, TODD ADRIAN

RMI OwnerBARDWELL, TODD ADRIAN",10/7/1999,1/10/2025
51468,None,Not Active - Expired,9015 N HAMLIN AVE PORTLAND OR 97217-7172,(503) 284-6161,General Contractor/All,"Corporate OfficerEVANS, ADOLPH",11/10/1986,11/21/2003
144371,HOLISTIC HOME INSPECTION,Not Active - Voluntarily Surrendered,117 SW MADISON ST SHERIDAN OR 97378,(503) 474-2922,Inspector (HIC),"RMI OwnerSCHRAG, BOBBIE JOANNE

Certified Home InspectorSCHRAG, BOBBIE JOANNE",6/20/2000,6/20/2004
243498,None,Active,4121 W CLEARWATER AVE KENNEWICK WA 99336,(509) 544-8840,Commercial General Contractor Level 2Residential General Contractor,"Member (Limited Liability Company)LEVANEN, MIKEL PETER

Member (Limited Liability Company)TAPANI, BRADLEY SCOTT

Member (Limited Liability Company)TAPANI, BRITANY ROSE

Member (Limited Liability Company)TAPANI, JOEL LARRY

RMI OwnerTAPANI, BRADLEY SCOTT",12/5/2022,12/5/2024
98121,ZODIAC GARDENS,Not Active - Expired,696 CIENAGA LN GRANTS PASS OR 97526,(541) 474-4658,Limited Contractor,None,4/8/1994,4/8/2004
293,ANDERSON ROOFING,Active,PO BOX 10085 PORTLAND OR 97296-0085,(503) 294-0202,Commercial General Contractor Level 1,"Corporate OfficerCHRISTIE, ROBERT D

Corporate OfficerFRAKES, ALBERT D

Corporate OfficerWONDERS, JESSICA ROSE

RMI OwnerCHRISTIE, ROBERT D",7/1/1972,3/31/2026
212396,ABLE CONSTRUCTION SERVICES,Not Active - Expired after a lapse,3043 EDGEWOOD DR MEDFORD OR 97504,(541) 441-0503,Residential General Contractor,"RMI OwnerMYERS, JOSHUA DOUGLAS",10/4/2016,10/4/2018
170846,None,Not Active - Expired after a lapse,2713 HOLLY OAK CT BRENTWOOD CA 94513-5642,(925) 634-4235,Specialty Contractor/All,"Corporate OfficerIRWIN, JEFFREY NICHOLAS

Corporate OfficerIRWIN, ROBERT WAYNE

Corporate OfficerMAKINGS, ADAM RANDALL

RMI OwnerIRWIN, JEFFREY NICHOLAS",7/5/2006,7/5/2008
49261,HOWARD J TOMPKINS CONSTRUCTION,Not Active - Voluntarily Surrendered,PO BOX 132 KLAMATH FALLS ORE OR 97601,(541) 601-4305,Residential General Contractor,"RMI OwnerTOMPKINS, HOWARD J",10/30/1985,10/30/2020
162978,None,Not Active - Expired after a disciplinary action,1301 NE 43RD ST VANCOUVER WA 98663,(360) 607-9770,General Contractor/All,"Corporate OfficerCOLVILLE, MARK ALAN",1/31/2005,1/31/2009
222179,None,Suspended - Insurance not on file,12703 HUFFMEISTER RD CYPRESS TX 77429,(832) 869-4982,Commercial General Contractor Level 2,"Member (Limited Liability Company)MENDOZA HERNANDEZ JR, RAUL

RMI EmployeeGARCIA, ALLEN LIZANDRO",8/13/2018,10/4/2024
147848,None,Not Active - Expired after a lapse,PO BOX 177 GLENDALE OR 97442,(541) 832-3118,General Contractor/All,"Member (Limited Liability Company)BEZNER, JEFF ANDREW

Member (Limited Liability Company)TROY JR, IRVIN F",5/23/2001,5/23/2003
196790,AGAPE HANDYMAN SERVICES,Never Been Licensed - CCB ID Only,11835 NE COUCH ST PORTLAND OR 97220,(971) 279-3897,Never Licensed,None,,
53545,CABINETS NORTHWEST,Not Active - Voluntarily Surrendered,PO BOX 746 TOLOVANA PARK OR 97145-0746,(503) 436-1768,Limited Contractor,None,6/3/1987,6/7/2000
219978,None,Active,PO BOX 120340 CHULA CISTA CA 91912,(619) 642-0880,Commercial Specialty Contractor Level 2,"Member (Limited Liability Company)RUIS III, ALVIN MCDONALD

RMI OwnerRUIS III, ALVIN MCDONALD",4/3/2018,4/3/2026
229862,None,Active,3116 SW METOLIUS PLACE REDMOND OR 97756,(541) 905-0607,Residential General Contractor,"Family MemberGALVEZ ARELLANO, RAQUEL

Family MemberGALVEZ CASTRO, RAMIRO

RMI OwnerGALVEZ ARELLANO, RAQUEL",2/5/2020,2/5/2026
186648,None,Active,PO BOX 134 WALTERVILLE OR 97489,(541) 279-0874,Residential General Contractor,"Member (Limited Liability Company)GAMACHE, ANDREA RENEE

Member (Limited Liability Company)GAMACHE, JARED ALLEN

RMI OwnerGAMACHE, JARED ALLEN",6/17/2009,6/17/2025
35560,None,Not Active - Expired after a lapse,19389 PIUTE CIR BEND OR 97702-8950,(541) 382-3069,Limited Contractor,None,1/22/1981,6/22/2003
47155,SMIDDYS,Not Active - Expired,PO BOX 1403 GRESHAM OR 97030-0290,(503) 260-8867,Residential Limited Contractor,"RMI OwnerSMYD JR, MILTON A",2/5/1985,2/5/2017
233233,None,Active,28862 NW KEENON ST NORTH PLAINS OR 97133,(971) 506-7568,Residential General Contractor,"Member (Limited Liability Company)RINCON AGUILAR, ALEJANDRO

Member (Limited Liability Company)RINCON AGUILAR, FERNANDO

RMI OwnerRINCON AGUILAR, ALEJANDRO",11/18/2020,11/18/2024
166175,None,Not Active - Expired,63928 WALLACE RD COOS BAY OR 97420-8780,(541) 297-8814,Residential General Contractor,"Corporate OfficerCZERNY, DANIEL FREDRICK

Corporate OfficerCZERNY, PAMELA LYNN

RMI OwnerCZERNY, DANIEL FREDRICK",9/12/2005,9/18/2013
29995,None,Active,PO BOX 1956 BROOKINGS OR 97415-0156,(541) 469-5341,Commercial General Contractor Level 2Residential General Contractor,"Corporate OfficerBALDWIN, JOHN DAVID

Corporate OfficerFITZHUGH, GEORGE HAROLD

RMI OwnerBALDWIN, JOHN DAVID

Previous RMIFITZHUGH, JESS W",10/7/1980,1/31/2026
69234,None,Active,12 GRANDVIEW CIRCLE CANONSBURG PA 15317,(724) 514-8765,Commercial Specialty Contractor Level 1,"Corporate OfficerDUNLAP, EDWARD B

Corporate OfficerDUNLAP, TIMOTHY M

Corporate OfficerHEISEY, JOHN L

Corporate OfficerRUDZIK, JOHN A

RMI OwnerDUNLAP, EDWARD B",9/14/1990,9/14/2025
180279,ADAM D DROST CONSTRUCTION,Active,PO BOX 625 MERLIN OR 97532,(541) 499-7699,Residential General Contractor,"RMI OwnerDROST, ADAM DOUGLAS",1/25/2008,1/25/2026
169456,None,Not Active - Expired,PO BOX 572 AURORA OR 97002,(503) 679-4258,General Contractor/All,"Member (Limited Liability Company)ENSIGN, BRUCE KENNETH

Member (Limited Liability Company)ENSIGN, MARK R

Member (Limited Liability Company)FIET, MARK ALLEN

RMI OwnerENSIGN, MARK R",4/3/2006,4/3/2008
235703,None,Not Active - Expired after a lapse,61310 PARRELL RD #17 BEND OR 97702,(541) 390-1234,Residential General Contractor,"Member (Limited Liability Company)GARCIA RODRIGUEZ III, JOAQUIN

RMI OwnerGARCIA RODRIGUEZ III, JOAQUIN",5/25/2021,5/25/2023
60453,None,Active,2154 NW QUIMBY ST PORTLAND OR 97210,(503) 515-5502,Residential General Contractor,"Corporate OfficerGUSTAVSON, PAUL ARTHUR

Corporate OfficerWURZELBACHER, MARTHA MARY

RMI OwnerGUSTAVSON, PAUL ARTHUR

Previous Name [IND]GUSTAVSON, PAUL",6/6/1989,5/16/2024
176937,None,Active,PO BOX 1647 ALBANY OR 97321-0478,(541) 936-4814,Commercial Specialty Contractor Level 2Residential General Contractor,"Member (Limited Liability Company)RODRIGUEZ AGUILAR, MARICELA

Member (Limited Liability Company)RODRIGUEZ ALVARADO, SERGIO

RMI OwnerRODRIGUEZ ALVARADO, SERGIO",6/21/2007,6/30/2025
199773,COLLEGE PRO PAINTERS (AK2013),Not Active - Expired after a lapse,37859 ROW RIVER RD DORENA OR 97434,(541) 337-3356,Residential Specialty Contractor,"RMI OwnerKRUSE, AARON CRAIG",5/1/2013,5/1/2015
128540,None,Not Active - Expired after a lapse,749 RIVER AVE EUGENE OR 97404,(541) 485-3213,General Contractor/All,"Member (Limited Liability Company)DUMILIEU, BRADLEY SHAWN

Previous Name [IND]DUMILIEU, BRADLEY SHAWN",4/10/1998,5/8/2003
148886,3 FOLD CRAFTSMAN CONSTRUCTION,Not Active - Voluntarily Surrendered,222 LILIUOKALANI AVE 1203 HONOLULU HI 96815,,General Contractor/All,None,8/31/2001,8/31/2003
166872,None,Not Active - Voluntarily Surrendered,PO BOX 821 MOLALLA OR 97038,(503) 829-8117,Specialty Contractor/Res,"Member (Limited Liability Company)CAIN, ALAN DOUGLAS

Member (Limited Liability Company)KENDOLL, MICHAEL ROBERT

RMI OwnerKENDOLL, MICHAEL ROBERT",10/17/2005,10/17/2007
125663,None,Not Active - Expired after a lapse,1333 SUMMERS LN KLAMATH FALLS OR 97603,(541) 880-0365,General Contractor/All,"Corporate OfficerDEFORD II, LYLE LESLIE

Corporate OfficerDEFORD, LISA M

Changed EntityDEFORD II, LYLE L [IND]

Changed EntityJOSHUA TREE CONSTRUCTION",10/10/1997,10/26/2000
56124,None,Active,980 WILLAMETTE 200 EUGENE OR 97401,(541) 485-6991,Commercial General Contractor Level 2Residential General Contractor,"Member (Limited Liability Company)BENNETT, NORMA J

Member (Limited Liability Company)BENNETT, ROBERT D

Member (Limited Liability Company)BENNETT, SARAH B

RMI OwnerBENNETT, ROBERT D

Changed EntityBENNETT MANAGEMENT CO

Changed EntityBENNETT, ROBERT D",4/8/1988,5/6/2026
154325,None,Not Active - Expired after a lapse,21631 SW GREEN SLOPE RD BEAVERTON OR 97007-6006,(971) 563-7281,Specialty Contractor/All,"RMI OwnerMCNABB, DANIEL STUART",2/11/2003,2/11/2009
203735,None,Not Active - Expired,703 BROADWAY STREET SUITE 510 VANCOUVER WA 98660,(360) 695-7700,Residential General Contractor,"Member (Limited Liability Company)LILJESTROM, JASON ROGER

Member (Limited Liability Company)POLYGON WLH LLC

Member (Limited Liability Company)WILLIAM LYON HOMES INC

RMI OwnerWALTHER, CHRISTOPHER WILHELM

CPO (3rd Lvl) of a Corporation that is a PartnerGAST, FREDERICK W

CPO (3rd Lvl) of a Corporation that is a PartnerLYON, WILLIAM HARWELL

CPO (3rd Lvl) of a Corporation that is a PartnerROBINSON, RICHARD STARBUCK

CPO (3rd Lvl) of a Corporation that is a PartnerSEVERN, COLIN THOMAS

CPO (3rd Lvl) of a Corporation that is a MemberWALTHER, CHRISTOPHER WILHELM

Member (3rd Lvl) of an LLC that is a MemberZAIST, MATTHEW ROBERT

CPO (3rd Lvl) of a Corporation that is a MemberZENDER, ALAINA KELLY NGNO LAN",8/29/2014,8/29/2020
182383,None,Not Active - Expired,1795 PERIWINKLE CIR SE ALBANY OR 97322,(541) 269-0663,General Contractor/All,"Member (Limited Liability Company)BINGHAM, ANGELA RAE

Member (Limited Liability Company)BINGHAM, JOEY DOUGLAS

RMI OwnerBINGHAM, ANGELA RAE",6/2/2008,6/2/2010
111548,DESIGN CUSTOM PAINTING,Not Active - Voluntarily Surrendered,541 HAMILTON SPRINGFIELD OR 97477,(503) 741-7120,Specialty Contractor/All,None,2/16/1996,2/16/1998
82975,None,Not Active - Expired,PO BOX 1448 SISTERS OR 97759-1448,(503) 746-0214,Limited Contractor,None,5/20/1992,5/20/1993
206768,None,Not Active - Expired,1999 HARRISON ST SUITE 830 OAKLAND CA 94612,(415) 361-9469,Commercial General Contractor Level 2,"Corporate OfficerABADIE, FLORENT

Corporate OfficerMANIKA, NIKOLAUS ALEXANDER RUDOLF FELIX

Corporate OfficerMILLER JR, DONALD JOE

RMI EmployeeHOUGHTON, THOMAS JAMES HOI",5/29/2015,5/29/2019
135612,BILLS PAINTING,Not Active - Expired after a lapse,377 JOHNSON DR GRANTS PASS OR 97527,(541) 476-7906,General Contractor/Res,None,6/9/1999,6/9/2001
130508,ABILITY SIGN & AWNING,Not Active - Expired after a lapse,PO BOX 2506 WINSTON OR 97496,(541) 679-1805,Limited Contractor,None,7/22/1998,7/22/2006
195629,None,Active,7700 SW HYLAND WAY BEAVERTON OR 97008,(541) 536-2810,Commercial Specialty Contractor Level 2,"Corporate OfficerHOPKINS, ERIK JAMES

Corporate OfficerKOCH, JERRY LEE

RMI OwnerKOCH, JERRY LEE",12/15/2011,12/15/2025
212357,None,Not Active - Expired after a lapse,8260 ATLANTIC AVENUE WHITE CITY OR 97503,(817) 832-2522,Residential General Contractor,"Member (Limited Liability Company)LEHR, DENISE MARIE

Member (Limited Liability Company)LEHR, JOHN MICHAEL ERIC

RMI OwnerLEHR, JOHN MICHAEL ERIC",10/10/2016,10/10/2018
144220,CWA CONSTRUCTION,Not Active - Expired after a lapse,33246 SE HURLBURT ROAD CORBETT OR 97019-8657,(503) 695-2721,Specialty Contractor/All,None,6/16/2000,6/16/2002
143798,JAMES HAVLIN CONSTRUCTION,Not Active - Expired after a lapse,4710 SE CHRISTOPHER AVENUE ALBANY OR 97321-5164,(541) 928-2139,General Contractor/All,None,6/7/2000,6/7/2004
248340,None,Active,3670 EMPIRE ST ALBANY OR 97322,(541) 220-1264,Residential General Contractor,"Member (Limited Liability Company)FERNANDEZ AMADOR, PABLO

Member (Limited Liability Company)OROZCO, ALONDRA

RMI OwnerFERNANDEZ AMADOR, PABLO",10/24/2023,10/24/2025
107262,AMERICAN WINDOW BUILDING PRODUCTS,Not Active - Expired after a lapse,6139 SW TOWER WAY PORTLAND OR 97221,(503) 244-8435,General Contractor/All,None,6/29/1995,6/29/2001
132381,ALL BRIGHT REFINISHING,Not Active - Expired after a lapse,10120 SE WAVERLY CT APT 65 MILWAUKIE OR 97222-3415,(503) 794-0779,Specialty Contractor/All,None,12/8/1998,12/8/2000
176837,VISTA FLOORING,Not Active - Voluntarily Surrendered,14025 SW 97TH AVE TIGARD OR 97224,(503) 330-6049,Residential Specialty Contractor,"RMI OwnerNAHR, CHRISTIAN DEON",6/18/2007,6/18/2011
85961,None,Not Active - Expired,38414 LABISKE LN ASTORIA OR 97103,(503) 325-3058,Residential Limited Contractor,"Corporate OfficerFISHER, EDWIN G

Corporate OfficerFISHER, JUDY A

RMI OwnerFISHER, EDWIN G",9/28/1992,9/28/2014
148528,AAA PAINTING PROS,Suspended - Not Active,9412 NE 8TH ST VANCOUVER WA 98664,(503) 807-0044,Specialty Contractor/All,"PartnerGASTON, ANNETTE KIRSTEN

PartnerGASTON, JONATHAN DAVID",8/29/2001,8/29/2003
236351,JKW RENOVATION,Active,16406 NE FARGO ST PORTLAND OR 97230,(503) 432-7403,Residential General Contractor,"RMI OwnerWEBB, JUDAH KENT",6/2/2021,6/2/2025
94082,None,Not Active - Expired,1532 F STREET WASHOUGAL WA 98671,(503) 835-2927,Specialty Contractor/Res,None,9/27/1993,9/27/1995
246575,None,Active,170 FRED WAY MYRTLE CREEK OR 97457,(541) 430-0250,Residential General Contractor,"Member (Limited Liability Company)RONDEAU, KAMY LEE

Member (Limited Liability Company)TONEY, CRAIG ALAN

RMI OwnerRONDEAU, KAMY LEE",8/16/2023,8/16/2025
145025,3 BK DRYWALL,Not Active - Expired after a lapse,PO BOX 695 CHILOQUIN OR 97624-0695,(541) 783-2117,Specialty Contractor/All,None,6/28/2000,7/8/2004
72184,OWYHEE HEATING & AIR CONDITIONING,Not Active - Expired after a lapse,1020 FIRST ST SOUTH NAMPA ID 83651,(208) 466-8401,Residential General Contractor,"Corporate OfficerERDLEY, BRENT

Corporate OfficerMCLAUGHLIN, VICTOR D

Corporate OfficerWOJTACH, KARLA

RMI OwnerMCLAUGHLIN, VICTOR D",4/15/1991,4/15/2023
112690,ARGO ELECTRIC LTD,Not Active - Expired,"33 KRICHAUFF STREET PAGE, AUSTRALIAN CAPITAL TERRITORY 2614 ACT",(541) 480-2666,Residential Specialty Contractor,"Corporate OfficerHUGHES, BRUCE M

RMI OwnerHUGHES, BRUCE M

Previous Name [IND]HUGHES, BRUCE",4/1/1996,2/20/2011
158045,JACKSONVILLE HEATING & AIR,Not Active - Expired,2002 S STAGE RD MEDFORD OR 97501,(541) 779-6873,General Contractor/All,"Family Corporate OfficerDEASCENTIS JR, JOSEPH

Family Corporate OfficerDEASCENTIS SR, JOSEPH

Family Corporate OfficerDEASCENTIS, JANET CHARLENE

Family Corporate OfficerDEASCENTIS, LEANNA LYNN

RMI OwnerDEASCENTIS JR, JOSEPH",12/19/2003,12/19/2009
223612,ONTARIO FLOORS TO GO,Active,680 SE 13TH ST ONTARIO OR 97914,(541) 889-4073,Residential General Contractor,"Member (Limited Liability Company)RUEHMAN, LEIGH AABERG

Member (Limited Liability Company)RUEHMAN, MICHAEL ALLEN

RMI OwnerRUEHMAN, LEIGH AABERG",12/3/2018,12/3/2024
77931,None,Not Active - Expired after a lapse,110 ARCO DR TOLEDO OH 43607,(419) 537-9081,General Contractor/All,"Corporate OfficerLEADBETTER, JAMES M

Corporate OfficerOAK, S RAY

Corporate OfficerSCHUELER, JAMES F

Corporate OfficerTOMASEWSKI, JOHN W

RMI EmployeeJOHNSON, PAUL M",11/12/1991,11/13/2004
238554,None,Active,21237 DARBY CT UNIT 1 BEND OR 97702,(541) 480-8861,Residential General Contractor,"Member (Limited Liability Company)JARVIS, JOHNATHAN RAY

Member (Limited Liability Company)RIGHTMIRE, ANDREW SCOTT

RMI OwnerJARVIS, JOHNATHAN RAY",11/12/2021,11/12/2025
216603,None,Active,12346 SE SPRING MOUNTAIN DR HAPPY VALLEY OR 97086,(503) 515-4287,Commercial General Contractor Level 2,"Member (Limited Liability Company)BEC, CRISTINA

Member (Limited Liability Company)BEC, JOSIF

RMI OwnerBEC, JOSIF",8/8/2017,2/13/2026
108605,JUDSON CONSTRUCTION,Not Active - Voluntarily Surrendered,21800 PALOMA DR BEND OR 97701,(541) 385-1852,General Contractor/Res,None,9/8/1995,9/8/2004
188411,None,Not Active - Expired after a lapse,PO BOX 230698 PORTLAND OR 97281,(503) 601-0777,Commercial General Contractor Level 2,"Member (Limited Liability Company)BROOKS, DALTON DUANE

RMI OwnerBROOKS, DALTON DUANE",10/22/2009,10/22/2011
195547,None,Not Active - Expired,1806 TERMINAL DRIVE RICHLAND WA 99354,(509) 946-7111,Commercial General Contractor Level 2,"Corporate OfficerBRENDEL, BRIAN ELIOT

Corporate OfficerBRENDEL, SUSAN JENNIFER KLEIN

RMI EmployeeBRANSON, PAUL MICHAEL",12/5/2011,12/5/2013
12123,None,Not Active - Expired,932 SIDNEY TERRACE NW PORT CHARLOTTE FL 33948,(941) 625-5706,General Contractor/All,"Corporate OfficerNIX, CARLEY

Corporate OfficerNIX, THOMAS",8/13/1975,8/23/2006
84540,None,Not Active - Voluntarily Surrendered,PO BOX 364 SCOTTS MILLS OR 97375,(503) 759-4288,Commercial General Contractor Level 2,"Corporate OfficerMILLER, STEVEN DOUGLAS

Corporate OfficerWHITAKER, TRAVIS

RMI OwnerWHITAKER, TRAVIS",6/15/1993,6/22/2011
178576,EIFERT ALL SEASONS PROPERTY DEVELOPMENT,Not Active - Expired after a lapse,235 PLEASANT AVE ROSEBURG OR 97470,(541) 784-8336,General Contractor/All,"RMI OwnerEIFERT, VINCENT ALLEN",12/18/2007,12/18/2009
93969,BRENTWOOD HOME INSPECTIONS,Not Active - Expired,62296 CROWN POINT RD COOS BAY OR 97420,(541) 888-3761,Residential General Contractor,"RMI OwnerLERWILL, BRENT L",9/20/1993,8/17/2012
140782,None,Active,11802 SE STARK ST PORTLAND OR 97216,(503) 285-7015,Commercial Specialty Contractor Level 1,"Corporate OfficerBOUCHER, PATRICIA ANN

RMI OwnerBOUCHER, PATRICIA",2/8/2000,2/8/2026
111065,None,Not Active - Expired,4942 SE 28TH #236 PORTLAND OR 97202,(503) 232-1424,Limited Contractor,"Corporate OfficerLORI, NEIL HARRISON",1/30/1996,1/30/1997
209694,None,Inactive - Sabbatical,475 CORNELL RD TOUTLE WA 98649,(503) 317-2496,Residential General Contractor,"Member (Limited Liability Company)KAUPPI, JULIE ANN

Member (Limited Liability Company)KAUPPI, QUENTIN ANDREW

RMI OwnerKAUPPI, JULIE ANN",3/10/2016,3/10/2026
128886,PRIMO CONSTRUCTION,Not Active - Expired,34095 SW TONGUE LANE CORNELIUS OR 97113,(503) 992-8012,General Contractor/All,None,3/17/1998,3/17/2000
186016,None,Not Active - Voluntarily Surrendered,2550 NW MADRAS HWY PRINEVILLE OR 97754,(541) 419-7071,Commercial General Contractor Level 2Residential General Contractor,"Corporate OfficerBROWN, JOHN MCPHERSON

Corporate OfficerNOLAND, JAMES NELSON

Corporate OfficerSTEWART, DENNIS L

RMI OwnerNOLAND, JAMES NELSON",3/23/2009,3/23/2015
235465,None,Active,33272 SW HAVLIK DR SCAPPOOSE OR 97056,(541) 968-4740,Residential Limited Contractor,"Member (Limited Liability Company)HALVORSEN, BRIAN RUSSELL

RMI OwnerHALVORSEN, BRIAN RUSSELL",5/3/2021,5/3/2025
111163,NORTHWEST CONCRETE SAWING,Not Active - Expired,669 N 53RD ST SPRINGFIELD OR 97478,(541) 726-3051,Specialty Contractor/All,None,1/26/1996,1/26/1998
126412,None,Not Active - Expired after a lapse,300 SE 192ND PORTLAND OR 97233,(503) 282-5039,Specialty Contractor/All,"Member (Limited Liability Company)LAHMERS, EDWARD MAYNARD",11/24/1997,11/24/2001
71479,None,Not Active - Expired after a lapse,19375 SW CELEBRITY ST ALOHA OR 97007-2934,(503) 649-2194,General Contractor/Res,"Corporate OfficerDOUGHERTY, GLENDA M

Corporate OfficerTOEDTEMEIER, ROBERTA K

RMI OwnerDOUGHERTY, GLENDA M",2/1/1991,2/1/2010
72516,None,Not Active - Expired,5110 SW MESA WAY REDMOND OR 97756,(541) 388-9991,Residential General Contractor,"Family Corporate OfficerPRICE, JOHN PATRICK

Family Corporate OfficerPRICE, JOYCE CELIA

RMI OwnerPRICE, JOHN PATRICK

Previous Name [IND]PRICE, JOHN P",3/22/1991,2/24/2018
177747,AD VITAM,Not Active - Expired after a lapse,5965 LONE OAK RD S SALEM OR 97306-8589,(503) 508-8964,General Contractor/All,"RMI OwnerEDWARDS, SCOTT PATRICK",8/7/2007,8/7/2009
250960,BOREALIS INNOVATIONS,Active,4435 MAHRT AVE SE APT #301 SALEM OR 97317,(971) 374-7937,Residential General Contractor,"RMI OwnerPRIETO REYES, GUSTAVO GERARDO",5/8/2024,5/8/2026
116088,None,Not Active - Expired,PO BOX 1016 LEBANON OR 97355,(541) 619-0160,Residential General Contractor,"Member (Limited Liability Company)GILBERTSON, NEIL

RMI OwnerGILBERTSON, NEIL",7/29/1996,7/29/2013
180652,BASSETT MECHANICAL,Not Active - Expired,PO BOX 7000 KAUKAUNA WI 54130,(920) 759-2500,Commercial General Contractor Level 2,"Corporate OfficerBASSETT HEITZMANN, KIMBERLY SUE

Corporate OfficerBASSETT, WILLIAM ROY

Corporate OfficerVAN RYZIN, PATRICIA ANN

RMI EmployeeSCHAEFER, DAVID J",2/21/2008,2/21/2022
104035,None,Not Active - Expired,30210 N SANTIAM HWY MILL CITY OR 97360,(503) 897-3117,Specialty Contractor/All,"Corporate OfficerMORREIRA JR, GEORGE GILBERT

Corporate OfficerMORREIRA, SHERYL ANN",1/19/1995,3/14/1997
147192,MY TILE GUY,,4706 NE 15TH PORTLAND OR 97211,(503) 281-2705,General Contractor/All,None,3/14/2001,3/14/2003
123578,BAYANOFF CONCRETE,Suspended - Not Active,34546 S BARLOW RD WOODBURN OR 97076,(503) 634-2405,Specialty Contractor/Res,None,6/19/1997,6/19/1999
189570,None,Not Active - Expired after a lapse,11832 251ST AVE SE MONROE WA 98272,(425) 931-6876,Residential Specialty Contractor,"Member (Limited Liability Company)DONNELLY, DENA ANN

Member (Limited Liability Company)DONNELLY, MICHAEL JAMES

RMI OwnerDONNELLY, MICHAEL JAMES",2/12/2010,2/12/2012
249490,None,Active,930 KLAMATH AVE KLAMATH FALLS OR 97601,(541) 591-9467,Residential General Contractor,"Member (Limited Liability Company)WELSCH, COLLEEN CATHRINE

RMI OwnerWELSCH, COLLEEN CATHRINE",1/30/2024,1/30/2026
165258,None,Not Active - Expired after a lapse,756 NE 16TH AVE CANBY OR 97013,(503) 830-6871,Commercial General Contractor Level 2Residential General Contractor,"Corporate OfficerBYRNE, ROBERT CRAIG

Corporate OfficerBYRNE, SEAN MICHAEL CRAIG

RMI OwnerBYRNE, ROBERT CRAIG",6/22/2005,6/22/2013
105292,"ACE FIRE & SECURITY SYSTEMS

CUSTOM SECURITY SYSTEMS",Not Active - Expired after a lapse,PO BOX 3407 LACEY WA 98509-3407,(503) 491-6320,Specialty Contractor/All,"Corporate OfficerDOWNIE, CLARENCE E

Corporate OfficerHARRIS, PHILLIP GEORGE

Corporate OfficerHELSTROM, ROBERT LEROY

RMI EmployeeBARNES, DARVIN",3/24/1995,3/24/2005
220667,None,Not Active - Expired after a disciplinary action,187 DIAMOND JIM LN IDLEYLD PARK OR 97447,(971) 226-8729,Residential General Contractor,"Member (Limited Liability Company)GENEREUX, KEVIN DUANE

Member (Limited Liability Company)VIGUE, ANNA MARIE

RMI OwnerVIGUE, ANNA MARIE",5/1/2018,5/1/2020
122372,MIKE METZENTINE EXCAVATING,Not Active - Expired,5692 8 MILE RDQ THE DALLES OR 97058,(541) 296-7111,General Contractor/All,None,5/5/1997,5/5/1999
232167,None,Suspended - Insurance not on file,124 CARRIAGE LN ROSEBURG OR 97471,(541) 784-8959,Residential General Contractor,"Corporate OfficerHARRIS, DRUE ASHER

RMI OwnerHARRIS, DRUE ASHER",9/2/2020,9/2/2024
95850,HOME & BUILDERS DESIGN SHOWCASE,Not Active - Expired,4975 COMMERCIAL SE SALEM OR 97302,(503) 371-3932,Specialty Contractor/All,None,12/30/1993,12/30/1994
159880,None,Not Active - Expired,4550 FRANKLIN BLVD APT 3 EUGENE OR 97403,(541) 736-0976,Specialty Contractor/Res,None,5/18/2004,5/18/2008
85974,ORE ELECTRIC,Not Active - Expired,PO BOX 1281 DAYTON OH 45401,(503) 278-1100,Specialty Contractor/All,"Corporate OfficerCOTTER, MICHAEL P

Corporate OfficerFOREMAN JR, DONALD R

Corporate OfficerPAGE, WILLIAM S",9/11/1992,9/21/2003
135839,None,Not Active - Expired after a lapse,3142 PARKSIDE CIR NE TACOMA WA 98422,(253) 952-0265,Specialty Contractor/All,"Corporate OfficerHARTSO JR, HERBERT L",6/24/1999,6/24/2003
246848,None,Suspended - Bond not on file,2940 KIPLING WAY APT 410 EUGENE OR 97408,(541) 378-7005,Residential General Contractor,"Member (Limited Liability Company)STEPHENS II, HAROLD EDWARD

RMI OwnerSTEPHENS II, HAROLD EDWARD",7/20/2023,7/20/2025
185840,None,Not Active - Voluntarily Surrendered,1615 HILLILA LANE GEARHART OR 97138,(503) 738-7807,Residential General Contractor,"Member (Limited Liability Company)BERGERSON, WILLIAM HAROLD

RMI OwnerBERGERSON, WILLIAM HAROLD",3/28/2009,3/28/2011
174623,None,Never Been Licensed - CCB ID Only,8611 SW 63ND AVE PORTLAND OR 97219,,Never Licensed,"Member (Limited Liability Company)GOLDBERG, MIKHAIL

Member (Limited Liability Company)GOVSHETIN, KIRA",,
192001,None,Not Active - Expired,1348 SE 19TH CIRCLE TROUTDALE OR 97060,(503) 730-3458,Residential General Contractor,"Member (Limited Liability Company)LAMBETH, SHARON LEE

RMI OwnerLAMBETH, SHARON LEE",10/4/2010,10/4/2018
187890,None,Active,PO BOX 637 BROOKINGS OR 97415,(541) 661-5351,Residential Specialty Contractor,"RMI OwnerRICHARDS, CLYDE EARL",8/31/2009,8/31/2025
208126,None,Not Active - Expired after a lapse,14449 SE BRIDGETON ST CLACAKAMAS OR 97015,(239) 913-9088,Residential General Contractor,"Member (Limited Liability Company)KUNSTLER, CHARLES NICHOLAS

RMI OwnerKUNSTLER, CHARLES NICHOLAS",10/8/2015,10/8/2017
